GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
120 Ensembl source identifiers supplied in the input file:G4-VS-S4.down.txt
120 source identifiers meeting the filter linked to a Ensembl ID.
19 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
1412 Genes linked to a term.
The z score is based on an N of 1412 and a R of 19 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Protease inhibitor I4, serpin:IPR000215	5	23	23	21.7391304348	100.0	8.55560769395	0.0	0.6
Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172	4	27	27	14.8148148148	100.0	6.13119074281	0.0	0.6
Ribosomal protein S12e:IPR000530	1	2	2	50.0	100.0	5.97411153846	0.026	1.0
Nuclear hormone receptor, ligand-binding, core:IPR000536	2	12	12	16.6666666667	100.0	4.62446179055	0.009	0.6
Laminin B type IV:IPR000034	1	5	5	20.0	100.0	3.62547464549	0.0675	1.0
Ets:IPR000418	1	5	5	20.0	100.0	3.62547464549	0.0645	1.0
SEA:IPR000082	1	6	6	16.6666666667	100.0	3.26300361641	0.0705	1.0
Major intrinsic protein:IPR000425	1	10	10	10.0	100.0	2.38291388178	0.1235	1.0
Tubulin:IPR000217	1	35	35	2.85714285714	100.0	0.785652971981	0.389	1.0
7TM GPCR, rhodopsin-like:IPR000276	1	83	83	1.20481927711	100.0	-0.114707959876	0.6855	1.0
tRNA 2-thiolation protein:IPR000541	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
Zinc finger, TAZ-type:IPR000197	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
XPA:IPR000465	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
Vasopressin V2 receptor:IPR000161	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
Uroporphyrinogen decarboxylase (URO-D):IPR000257	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
Thymidylate synthase:IPR000398	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
Ribulose-phosphate 3-epimerase:IPR000056	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
Ribosome-binding factor A:IPR000238	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
Ribosomal protein S7e:IPR000554	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
Ribosomal protein S6:IPR000529	0	1	1	0.0	100.0	-0.116788812413	1.0	1.0
