GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
616 Ensembl source identifiers supplied in the input file:G5-VS-S5.down.txt
616 source identifiers meeting the filter linked to a Ensembl ID.
585 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
8448 Genes linked to a term.
The z score is based on an N of 8448 and a R of 585 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:0005975	carbohydrate metabolic process	biological_process	104	368	368	28.2608695652	100.0	16.4841835115	0.0	0.0045873015873
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	59	148	148	39.8648648649	100.0	15.923937034	0.0	0.0045873015873
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	59	148	148	39.8648648649	100.0	15.923937034	0.0	0.0045873015873
GO:0008152	metabolic process	biological_process	389	3442	3443	11.3015688553	99.970955562	13.1387801949	0.0	0.0045873015873
GO:0004252	serine-type endopeptidase activity	molecular_function	48	146	146	32.8767123288	100.0	12.4591644277	0.0	0.0045873015873
GO:0017171	serine hydrolase activity	molecular_function	52	167	167	31.1377245509	100.0	12.4479742623	0.0	0.0045873015873
GO:0008236	serine-type peptidase activity	molecular_function	52	167	167	31.1377245509	100.0	12.4479742623	0.0	0.0045873015873
GO:0070011	peptidase activity, acting on L-amino acid peptides	molecular_function	79	372	372	21.2365591398	100.0	11.1199277787	0.0	0.0045873015873
GO:0008233	peptidase activity	molecular_function	79	372	372	21.2365591398	100.0	11.1199277787	0.0	0.0045873015873
GO:0016787	hydrolase activity	molecular_function	186	1419	1419	13.1078224101	100.0	10.0573655282	0.0	0.0045873015873
GO:0008150	biological_process	biological_process	465	5087	5088	9.14094751327	99.9803459119	9.87062920549	0.0	0.0045873015873
GO:0003824	catalytic activity	molecular_function	346	3419	3420	10.1199181047	99.9707602339	9.53762317926	0.0	0.0045873015873
GO:0044238	primary metabolic process	biological_process	268	2449	2450	10.9432421396	99.9591836735	9.29511678112	0.0	0.0045873015873
GO:0006508	proteolysis	biological_process	75	422	422	17.7725118483	100.0	9.00494855727	0.0	0.0045873015873
GO:0004175	endopeptidase activity	molecular_function	52	266	266	19.5488721805	100.0	8.24036642753	0.0	0.0045873015873
GO:0055114	oxidation-reduction process	biological_process	73	515	515	14.1747572816	100.0	6.68741775138	0.0	0.0045873015873
GO:0008234	cysteine-type peptidase activity	molecular_function	15	48	48	31.25	100.0	6.65689915788	0.0	0.0045873015873
GO:0016491	oxidoreductase activity	molecular_function	87	658	658	13.2218844985	100.0	6.625560437	0.0	0.0045873015873
GO:0018904	organic ether metabolic process	biological_process	6	15	15	40.0	100.0	5.04999843927	0.0005	0.0045873015873
GO:0006662	glycerol ether metabolic process	biological_process	6	15	15	40.0	100.0	5.04999843927	0.0005	0.0045873015873
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	molecular_function	7	20	20	35.0	100.0	4.95119436383	0.0	0.0045873015873
GO:0015036	disulfide oxidoreductase activity	molecular_function	7	20	20	35.0	100.0	4.95119436383	0.0	0.0045873015873
GO:0015035	protein disulfide oxidoreductase activity	molecular_function	7	20	20	35.0	100.0	4.95119436383	0.0	0.0045873015873
GO:0019538	protein metabolic process	biological_process	127	1254	1254	10.1275917065	100.0	4.84101836995	0.0	0.0045873015873
GO:0044444	cytoplasmic part	cellular_component	38	265	265	14.3396226415	100.0	4.83064847854	0.0	0.0045873015873
GO:0009055	electron carrier activity	molecular_function	28	174	174	16.091954023	100.0	4.8126963273	0.0	0.0045873015873
GO:0005783	endoplasmic reticulum	cellular_component	11	53	53	20.7547169811	100.0	3.97816580248	0.001	0.00760526315789
GO:0005506	iron ion binding	molecular_function	25	174	174	14.367816092	100.0	3.90754341371	0.0	0.0045873015873
GO:0009628	response to abiotic stimulus	biological_process	4	11	11	36.3636363636	100.0	3.84819684781	0.0035	0.0215212765957
GO:0009408	response to heat	biological_process	4	11	11	36.3636363636	100.0	3.84819684781	0.0035	0.0215212765957
GO:0009266	response to temperature stimulus	biological_process	4	11	11	36.3636363636	100.0	3.84819684781	0.0035	0.0215212765957
GO:0046906	tetrapyrrole binding	molecular_function	24	167	167	14.371257485	100.0	3.82828748182	0.0	0.0045873015873
GO:0020037	heme binding	molecular_function	24	167	167	14.371257485	100.0	3.82828748182	0.0	0.0045873015873
GO:0044455	mitochondrial membrane part	cellular_component	1	1	1	100.0	100.0	3.66620043656	0.067	0.236134146341
GO:0044429	mitochondrial part	cellular_component	1	1	1	100.0	100.0	3.66620043656	0.067	0.236134146341
GO:0005742	mitochondrial outer membrane translocase complex	cellular_component	1	1	1	100.0	100.0	3.66620043656	0.067	0.236134146341
GO:0008289	lipid binding	molecular_function	11	58	58	18.9655172414	100.0	3.62427788113	0.0025	0.0168023255814
GO:0043170	macromolecule metabolic process	biological_process	137	1519	1519	9.01909150757	100.0	3.55002373706	0.0	0.0045873015873
GO:0003735	structural constituent of ribosome	molecular_function	24	176	176	13.6363636364	100.0	3.54415988898	0.001	0.00760526315789
GO:0030529	ribonucleoprotein complex	cellular_component	24	177	177	13.5593220339	100.0	3.51362856753	0.001	0.00760526315789
GO:0005840	ribosome	cellular_component	24	177	177	13.5593220339	100.0	3.51362856753	0.001	0.00760526315789
GO:0045454	cell redox homeostasis	biological_process	7	31	31	22.5806451613	100.0	3.4396489028	0.0045	0.0268144329897
GO:0065008	regulation of biological quality	biological_process	8	38	38	21.0526315789	100.0	3.43799290214	0.0025	0.0168023255814
GO:0042592	homeostatic process	biological_process	8	38	38	21.0526315789	100.0	3.43799290214	0.0025	0.0168023255814
GO:0019725	cellular homeostasis	biological_process	8	38	38	21.0526315789	100.0	3.43799290214	0.0025	0.0168023255814
GO:0019239	deaminase activity	molecular_function	3	8	9	37.5	88.8888888889	3.40782553336	0.0145	0.0659921259843
GO:0071844	cellular component assembly at cellular level	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667
GO:0071822	protein complex subunit organization	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667
GO:0065003	macromolecular complex assembly	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667
GO:0051258	protein polymerization	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667
GO:0043933	macromolecular complex subunit organization	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667
GO:0043623	cellular protein complex assembly	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667
GO:0034622	cellular macromolecular complex assembly	biological_process	8	44	44	18.1818181818	100.0	2.9487843267	0.01	0.0481666666667
