Ensembl	symbol	GeneOntology
LOCMI02542	LOCMI02542	GO:0017171
LOCMI16349	LOCMI16349	GO:0017171
LOCMI06440	LOCMI06440	GO:0017171
LOCMI13333	LOCMI13333	GO:0017171
LOCMI05800	LOCMI05800	GO:0017171
LOCMI16415	LOCMI16415	GO:0017171
LOCMI02910	LOCMI02910	GO:0017171
LOCMI12270	LOCMI12270	GO:0015849
LOCMI12655	LOCMI12655	GO:0003924
LOCMI13709	LOCMI13709	GO:0003924
LOCMI12924	LOCMI12924	GO:0003924
LOCMI08908	LOCMI08908	GO:0003924
LOCMI00258	LOCMI00258	GO:0003924
LOCMI04650	LOCMI04650	GO:0003924
LOCMI11285	LOCMI11285	GO:0003924
LOCMI01885	LOCMI01885	GO:0003924
LOCMI08190	LOCMI08190	GO:0003924
LOCMI12121	LOCMI12121	GO:0003924
LOCMI01723	LOCMI01723	GO:0006836
LOCMI09110	LOCMI09110	GO:0046483
LOCMI15911	LOCMI15911	GO:0046483
LOCMI01274	LOCMI01274	GO:0046483
LOCMI06569	LOCMI06569	GO:0046483
LOCMI12655	LOCMI12655	GO:0016818
LOCMI03943	LOCMI03943	GO:0016818
LOCMI08176	LOCMI08176	GO:0016818
LOCMI07113	LOCMI07113	GO:0016818
LOCMI03264	LOCMI03264	GO:0016818
LOCMI13709	LOCMI13709	GO:0016818
LOCMI05460	LOCMI05460	GO:0016818
LOCMI12924	LOCMI12924	GO:0016818
LOCMI13596	LOCMI13596	GO:0016818
LOCMI05854	LOCMI05854	GO:0016818
LOCMI01274	LOCMI01274	GO:0016818
LOCMI08908	LOCMI08908	GO:0016818
LOCMI00258	LOCMI00258	GO:0016818
LOCMI05458	LOCMI05458	GO:0016818
LOCMI04650	LOCMI04650	GO:0016818
LOCMI04253	LOCMI04253	GO:0016818
LOCMI10584	LOCMI10584	GO:0016818
LOCMI11285	LOCMI11285	GO:0016818
LOCMI03563	LOCMI03563	GO:0016818
LOCMI01885	LOCMI01885	GO:0016818
LOCMI06569	LOCMI06569	GO:0016818
LOCMI08190	LOCMI08190	GO:0016818
LOCMI08719	LOCMI08719	GO:0016818
LOCMI12121	LOCMI12121	GO:0016818
LOCMI08154	LOCMI08154	GO:0016818
LOCMI05382	LOCMI05382	GO:0019538
LOCMI13712	LOCMI13712	GO:0019538
LOCMI16292	LOCMI16292	GO:0019538
LOCMI05797	LOCMI05797	GO:0019538
LOCMI07572	LOCMI07572	GO:0019538
LOCMI04837	LOCMI04837	GO:0019538
LOCMI13441	LOCMI13441	GO:0019538
LOCMI12891	LOCMI12891	GO:0019538
LOCMI07978	LOCMI07978	GO:0019538
LOCMI07977	LOCMI07977	GO:0019538
LOCMI17225	LOCMI17225	GO:0019538
LOCMI06498	LOCMI06498	GO:0019538
LOCMI06732	LOCMI06732	GO:0019538
LOCMI01110	LOCMI01110	GO:0019538
LOCMI06127	LOCMI06127	GO:0019538
LOCMI16536	LOCMI16536	GO:0019538
LOCMI04649	LOCMI04649	GO:0019538
LOCMI10987	LOCMI10987	GO:0019538
LOCMI09558	LOCMI09558	GO:0019538
LOCMI04142	LOCMI04142	GO:0019538
LOCMI17097	LOCMI17097	GO:0019538
LOCMI17096	LOCMI17096	GO:0019538
LOCMI08511	LOCMI08511	GO:0019538
LOCMI16710	LOCMI16710	GO:0019538
LOCMI01653	LOCMI01653	GO:0019538
LOCMI15746	LOCMI15746	GO:0019538
LOCMI04174	LOCMI04174	GO:0019538
LOCMI13679	LOCMI13679	GO:0019538
LOCMI08332	LOCMI08332	GO:0019538
LOCMI05458	LOCMI05458	GO:0019538
LOCMI17192	LOCMI17192	GO:0019538
LOCMI05772	LOCMI05772	GO:0019538
LOCMI07552	LOCMI07552	GO:0019538
LOCMI02708	LOCMI02708	GO:0019538
LOCMI03332	LOCMI03332	GO:0019538
LOCMI02542	LOCMI02542	GO:0019538
LOCMI17150	LOCMI17150	GO:0019538
LOCMI16388	LOCMI16388	GO:0019538
LOCMI16552	LOCMI16552	GO:0019538
LOCMI02419	LOCMI02419	GO:0019538
LOCMI01469	LOCMI01469	GO:0019538
LOCMI03343	LOCMI03343	GO:0019538
LOCMI16349	LOCMI16349	GO:0019538
LOCMI05987	LOCMI05987	GO:0019538
LOCMI11744	LOCMI11744	GO:0019538
LOCMI17189	LOCMI17189	GO:0019538
LOCMI16516	LOCMI16516	GO:0019538
LOCMI06440	LOCMI06440	GO:0019538
LOCMI06449	LOCMI06449	GO:0019538
LOCMI11447	LOCMI11447	GO:0019538
LOCMI11441	LOCMI11441	GO:0019538
LOCMI13333	LOCMI13333	GO:0019538
LOCMI06694	LOCMI06694	GO:0019538
LOCMI05800	LOCMI05800	GO:0019538
LOCMI13706	LOCMI13706	GO:0019538
LOCMI10599	LOCMI10599	GO:0019538
LOCMI16866	LOCMI16866	GO:0019538
LOCMI03157	LOCMI03157	GO:0019538
LOCMI05980	LOCMI05980	GO:0019538
LOCMI16415	LOCMI16415	GO:0019538
LOCMI12753	LOCMI12753	GO:0019538
LOCMI11496	LOCMI11496	GO:0019538
LOCMI13987	LOCMI13987	GO:0019538
LOCMI16636	LOCMI16636	GO:0019538
LOCMI12178	LOCMI12178	GO:0019538
LOCMI02910	LOCMI02910	GO:0019538
LOCMI12655	LOCMI12655	GO:0016817
LOCMI03943	LOCMI03943	GO:0016817
LOCMI08176	LOCMI08176	GO:0016817
LOCMI07113	LOCMI07113	GO:0016817
LOCMI03264	LOCMI03264	GO:0016817
LOCMI13709	LOCMI13709	GO:0016817
LOCMI05460	LOCMI05460	GO:0016817
LOCMI12924	LOCMI12924	GO:0016817
LOCMI13596	LOCMI13596	GO:0016817
LOCMI05854	LOCMI05854	GO:0016817
LOCMI01274	LOCMI01274	GO:0016817
LOCMI08908	LOCMI08908	GO:0016817
LOCMI00258	LOCMI00258	GO:0016817
LOCMI05458	LOCMI05458	GO:0016817
LOCMI04650	LOCMI04650	GO:0016817
LOCMI04253	LOCMI04253	GO:0016817
LOCMI10584	LOCMI10584	GO:0016817
LOCMI11285	LOCMI11285	GO:0016817
LOCMI03563	LOCMI03563	GO:0016817
LOCMI01885	LOCMI01885	GO:0016817
LOCMI06569	LOCMI06569	GO:0016817
LOCMI08190	LOCMI08190	GO:0016817
LOCMI08719	LOCMI08719	GO:0016817
LOCMI12121	LOCMI12121	GO:0016817
LOCMI08154	LOCMI08154	GO:0016817
LOCMI08474	LOCMI08474	GO:0044428
LOCMI08350	LOCMI08350	GO:0044424
LOCMI13712	LOCMI13712	GO:0044424
LOCMI04935	LOCMI04935	GO:0044424
LOCMI04013	LOCMI04013	GO:0044424
LOCMI16619	LOCMI16619	GO:0044424
LOCMI13447	LOCMI13447	GO:0044424
LOCMI13444	LOCMI13444	GO:0044424
LOCMI13445	LOCMI13445	GO:0044424
LOCMI17086	LOCMI17086	GO:0044424
LOCMI16672	LOCMI16672	GO:0044424
LOCMI03943	LOCMI03943	GO:0044424
LOCMI01686	LOCMI01686	GO:0044424
LOCMI06498	LOCMI06498	GO:0044424
LOCMI11756	LOCMI11756	GO:0044424
LOCMI01110	LOCMI01110	GO:0044424
LOCMI13847	LOCMI13847	GO:0044424
LOCMI01200	LOCMI01200	GO:0044424
LOCMI05232	LOCMI05232	GO:0044424
LOCMI15859	LOCMI15859	GO:0044424
LOCMI03602	LOCMI03602	GO:0044424
LOCMI09638	LOCMI09638	GO:0044424
LOCMI16625	LOCMI16625	GO:0044424
LOCMI03264	LOCMI03264	GO:0044424
LOCMI07641	LOCMI07641	GO:0044424
LOCMI01580	LOCMI01580	GO:0044424
LOCMI02904	LOCMI02904	GO:0044424
LOCMI00935	LOCMI00935	GO:0044424
LOCMI02995	LOCMI02995	GO:0044424
LOCMI05399	LOCMI05399	GO:0044424
LOCMI13526	LOCMI13526	GO:0044424
LOCMI05487	LOCMI05487	GO:0044424
LOCMI13448	LOCMI13448	GO:0044424
LOCMI15693	LOCMI15693	GO:0044424
LOCMI05854	LOCMI05854	GO:0044424
LOCMI08605	LOCMI08605	GO:0044424
LOCMI11032	LOCMI11032	GO:0044424
LOCMI06335	LOCMI06335	GO:0044424
LOCMI08549	LOCMI08549	GO:0044424
LOCMI15215	LOCMI15215	GO:0044424
LOCMI15217	LOCMI15217	GO:0044424
LOCMI08908	LOCMI08908	GO:0044424
LOCMI04174	LOCMI04174	GO:0044424
LOCMI08907	LOCMI08907	GO:0044424
LOCMI07486	LOCMI07486	GO:0044424
LOCMI02114	LOCMI02114	GO:0044424
LOCMI02115	LOCMI02115	GO:0044424
LOCMI05750	LOCMI05750	GO:0044424
LOCMI04650	LOCMI04650	GO:0044424
LOCMI15795	LOCMI15795	GO:0044424
LOCMI13094	LOCMI13094	GO:0044424
LOCMI10584	LOCMI10584	GO:0044424
LOCMI03330	LOCMI03330	GO:0044424
LOCMI05400	LOCMI05400	GO:0044424
LOCMI08474	LOCMI08474	GO:0044424
LOCMI08577	LOCMI08577	GO:0044424
LOCMI05311	LOCMI05311	GO:0044424
LOCMI15745	LOCMI15745	GO:0044424
LOCMI12024	LOCMI12024	GO:0044424
LOCMI12746	LOCMI12746	GO:0044424
LOCMI03563	LOCMI03563	GO:0044424
LOCMI03487	LOCMI03487	GO:0044424
LOCMI01885	LOCMI01885	GO:0044424
LOCMI02419	LOCMI02419	GO:0044424
LOCMI09905	LOCMI09905	GO:0044424
LOCMI14692	LOCMI14692	GO:0044424
LOCMI01469	LOCMI01469	GO:0044424
LOCMI06714	LOCMI06714	GO:0044424
LOCMI01862	LOCMI01862	GO:0044424
LOCMI04889	LOCMI04889	GO:0044424
LOCMI15836	LOCMI15836	GO:0044424
LOCMI05987	LOCMI05987	GO:0044424
LOCMI11744	LOCMI11744	GO:0044424
LOCMI13541	LOCMI13541	GO:0044424
LOCMI16518	LOCMI16518	GO:0044424
LOCMI05981	LOCMI05981	GO:0044424
LOCMI08190	LOCMI08190	GO:0044424
LOCMI04008	LOCMI04008	GO:0044424
LOCMI11447	LOCMI11447	GO:0044424
LOCMI11441	LOCMI11441	GO:0044424
LOCMI06694	LOCMI06694	GO:0044424
LOCMI08719	LOCMI08719	GO:0044424
LOCMI13706	LOCMI13706	GO:0044424
LOCMI00917	LOCMI00917	GO:0044424
LOCMI08555	LOCMI08555	GO:0044424
LOCMI11532	LOCMI11532	GO:0044424
LOCMI11377	LOCMI11377	GO:0044424
LOCMI15947	LOCMI15947	GO:0044424
LOCMI01334	LOCMI01334	GO:0044424
LOCMI12121	LOCMI12121	GO:0044424
LOCMI05509	LOCMI05509	GO:0044424
LOCMI08311	LOCMI08311	GO:0044424
LOCMI05997	LOCMI05997	GO:0044424
LOCMI01444	LOCMI01444	GO:0044424
LOCMI14198	LOCMI14198	GO:0044424
LOCMI15757	LOCMI15757	GO:0044424
LOCMI11496	LOCMI11496	GO:0044424
LOCMI13987	LOCMI13987	GO:0044424
LOCMI06259	LOCMI06259	GO:0044424
LOCMI03909	LOCMI03909	GO:0044424
LOCMI11273	LOCMI11273	GO:0044424
LOCMI12178	LOCMI12178	GO:0044424
LOCMI15324	LOCMI15324	GO:0044424
LOCMI02850	LOCMI02850	GO:0044424
LOCMI16854	LOCMI16854	GO:0044424
LOCMI15155	LOCMI15155	GO:0044425
LOCMI08176	LOCMI08176	GO:0044425
LOCMI07113	LOCMI07113	GO:0044425
LOCMI10200	LOCMI10200	GO:0044425
LOCMI15206	LOCMI15206	GO:0044425
LOCMI11756	LOCMI11756	GO:0044425
LOCMI08914	LOCMI08914	GO:0044425
LOCMI14527	LOCMI14527	GO:0044425
LOCMI09321	LOCMI09321	GO:0044425
LOCMI08941	LOCMI08941	GO:0044425
LOCMI13596	LOCMI13596	GO:0044425
LOCMI17232	LOCMI17232	GO:0044425
LOCMI16802	LOCMI16802	GO:0044425
LOCMI14106	LOCMI14106	GO:0044425
LOCMI13084	LOCMI13084	GO:0044425
LOCMI13085	LOCMI13085	GO:0044425
LOCMI11888	LOCMI11888	GO:0044425
LOCMI15210	LOCMI15210	GO:0044425
LOCMI13090	LOCMI13090	GO:0044425
LOCMI02025	LOCMI02025	GO:0044425
LOCMI05083	LOCMI05083	GO:0044425
LOCMI08483	LOCMI08483	GO:0044425
LOCMI16797	LOCMI16797	GO:0044425
LOCMI01862	LOCMI01862	GO:0044425
LOCMI01723	LOCMI01723	GO:0044425
LOCMI06569	LOCMI06569	GO:0044425
LOCMI05981	LOCMI05981	GO:0044425
LOCMI08190	LOCMI08190	GO:0044425
LOCMI14784	LOCMI14784	GO:0044425
LOCMI07446	LOCMI07446	GO:0044425
LOCMI14467	LOCMI14467	GO:0044425
LOCMI14740	LOCMI14740	GO:0044425
LOCMI14741	LOCMI14741	GO:0044425
LOCMI08350	LOCMI08350	GO:0044427
LOCMI04013	LOCMI04013	GO:0044427
LOCMI01686	LOCMI01686	GO:0044427
LOCMI03602	LOCMI03602	GO:0044427
LOCMI02904	LOCMI02904	GO:0044427
LOCMI02995	LOCMI02995	GO:0044427
LOCMI13526	LOCMI13526	GO:0044427
LOCMI05487	LOCMI05487	GO:0044427
LOCMI11032	LOCMI11032	GO:0044427
LOCMI06335	LOCMI06335	GO:0044427
LOCMI08907	LOCMI08907	GO:0044427
LOCMI05750	LOCMI05750	GO:0044427
LOCMI03330	LOCMI03330	GO:0044427
LOCMI05311	LOCMI05311	GO:0044427
LOCMI12024	LOCMI12024	GO:0044427
LOCMI13541	LOCMI13541	GO:0044427
LOCMI00917	LOCMI00917	GO:0044427
LOCMI08555	LOCMI08555	GO:0044427
LOCMI11532	LOCMI11532	GO:0044427
LOCMI11377	LOCMI11377	GO:0044427
LOCMI01334	LOCMI01334	GO:0044427
LOCMI05509	LOCMI05509	GO:0044427
LOCMI08311	LOCMI08311	GO:0044427
LOCMI06259	LOCMI06259	GO:0044427
LOCMI11273	LOCMI11273	GO:0044427
LOCMI15324	LOCMI15324	GO:0044427
LOCMI02850	LOCMI02850	GO:0044427
LOCMI08350	LOCMI08350	GO:0044422
LOCMI04013	LOCMI04013	GO:0044422
LOCMI03943	LOCMI03943	GO:0044422
LOCMI01686	LOCMI01686	GO:0044422
LOCMI03602	LOCMI03602	GO:0044422
LOCMI03264	LOCMI03264	GO:0044422
LOCMI02904	LOCMI02904	GO:0044422
LOCMI02995	LOCMI02995	GO:0044422
LOCMI13526	LOCMI13526	GO:0044422
LOCMI05487	LOCMI05487	GO:0044422
LOCMI05854	LOCMI05854	GO:0044422
LOCMI11032	LOCMI11032	GO:0044422
LOCMI06335	LOCMI06335	GO:0044422
LOCMI08908	LOCMI08908	GO:0044422
LOCMI08907	LOCMI08907	GO:0044422
LOCMI05750	LOCMI05750	GO:0044422
LOCMI04650	LOCMI04650	GO:0044422
LOCMI10584	LOCMI10584	GO:0044422
LOCMI03330	LOCMI03330	GO:0044422
LOCMI08474	LOCMI08474	GO:0044422
LOCMI05311	LOCMI05311	GO:0044422
LOCMI12024	LOCMI12024	GO:0044422
LOCMI03563	LOCMI03563	GO:0044422
LOCMI01885	LOCMI01885	GO:0044422
LOCMI13541	LOCMI13541	GO:0044422
LOCMI08190	LOCMI08190	GO:0044422
LOCMI08719	LOCMI08719	GO:0044422
LOCMI00917	LOCMI00917	GO:0044422
LOCMI08555	LOCMI08555	GO:0044422
LOCMI11532	LOCMI11532	GO:0044422
LOCMI11377	LOCMI11377	GO:0044422
LOCMI01334	LOCMI01334	GO:0044422
LOCMI12121	LOCMI12121	GO:0044422
LOCMI05509	LOCMI05509	GO:0044422
LOCMI08311	LOCMI08311	GO:0044422
LOCMI06259	LOCMI06259	GO:0044422
LOCMI11273	LOCMI11273	GO:0044422
LOCMI15324	LOCMI15324	GO:0044422
LOCMI02850	LOCMI02850	GO:0044422
LOCMI10987	LOCMI10987	GO:0006457
LOCMI04174	LOCMI04174	GO:0006457
LOCMI17150	LOCMI17150	GO:0006457
LOCMI05980	LOCMI05980	GO:0006457
LOCMI10987	LOCMI10987	GO:0031072
LOCMI05980	LOCMI05980	GO:0031072
LOCMI09110	LOCMI09110	GO:0044283
LOCMI15911	LOCMI15911	GO:0044283
LOCMI01274	LOCMI01274	GO:0044283
LOCMI06569	LOCMI06569	GO:0044283
LOCMI09866	LOCMI09866	GO:0005488
LOCMI08967	LOCMI08967	GO:0005488
LOCMI05382	LOCMI05382	GO:0005488
LOCMI07377	LOCMI07377	GO:0005488
LOCMI08350	LOCMI08350	GO:0005488
LOCMI16356	LOCMI16356	GO:0005488
LOCMI13712	LOCMI13712	GO:0005488
LOCMI04667	LOCMI04667	GO:0005488
LOCMI04499	LOCMI04499	GO:0005488
LOCMI12655	LOCMI12655	GO:0005488
LOCMI10084	LOCMI10084	GO:0005488
LOCMI16175	LOCMI16175	GO:0005488
LOCMI16176	LOCMI16176	GO:0005488
LOCMI15328	LOCMI15328	GO:0005488
LOCMI16179	LOCMI16179	GO:0005488
LOCMI16178	LOCMI16178	GO:0005488
LOCMI09548	LOCMI09548	GO:0005488
LOCMI10100	LOCMI10100	GO:0005488
LOCMI07577	LOCMI07577	GO:0005488
LOCMI13159	LOCMI13159	GO:0005488
LOCMI13628	LOCMI13628	GO:0005488
LOCMI04013	LOCMI04013	GO:0005488
LOCMI11187	LOCMI11187	GO:0005488
LOCMI13447	LOCMI13447	GO:0005488
LOCMI13444	LOCMI13444	GO:0005488
LOCMI13445	LOCMI13445	GO:0005488
LOCMI16672	LOCMI16672	GO:0005488
LOCMI12891	LOCMI12891	GO:0005488
LOCMI08176	LOCMI08176	GO:0005488
LOCMI07114	LOCMI07114	GO:0005488
LOCMI07113	LOCMI07113	GO:0005488
LOCMI17073	LOCMI17073	GO:0005488
LOCMI07977	LOCMI07977	GO:0005488
LOCMI03766	LOCMI03766	GO:0005488
LOCMI03641	LOCMI03641	GO:0005488
LOCMI03316	LOCMI03316	GO:0005488
LOCMI17225	LOCMI17225	GO:0005488
LOCMI09772	LOCMI09772	GO:0005488
LOCMI01686	LOCMI01686	GO:0005488
LOCMI06732	LOCMI06732	GO:0005488
LOCMI08005	LOCMI08005	GO:0005488
LOCMI13847	LOCMI13847	GO:0005488
LOCMI15198	LOCMI15198	GO:0005488
LOCMI05163	LOCMI05163	GO:0005488
LOCMI16406	LOCMI16406	GO:0005488
LOCMI05040	LOCMI05040	GO:0005488
LOCMI15994	LOCMI15994	GO:0005488
LOCMI16088	LOCMI16088	GO:0005488
LOCMI04117	LOCMI04117	GO:0005488
LOCMI15104	LOCMI15104	GO:0005488
LOCMI16108	LOCMI16108	GO:0005488
LOCMI17048	LOCMI17048	GO:0005488
LOCMI16536	LOCMI16536	GO:0005488
LOCMI03953	LOCMI03953	GO:0005488
LOCMI14326	LOCMI14326	GO:0005488
LOCMI03213	LOCMI03213	GO:0005488
LOCMI03602	LOCMI03602	GO:0005488
LOCMI13028	LOCMI13028	GO:0005488
LOCMI13029	LOCMI13029	GO:0005488
LOCMI09638	LOCMI09638	GO:0005488
LOCMI03266	LOCMI03266	GO:0005488
LOCMI07641	LOCMI07641	GO:0005488
LOCMI10987	LOCMI10987	GO:0005488
LOCMI02904	LOCMI02904	GO:0005488
LOCMI03281	LOCMI03281	GO:0005488
LOCMI16967	LOCMI16967	GO:0005488
LOCMI13963	LOCMI13963	GO:0005488
LOCMI01242	LOCMI01242	GO:0005488
LOCMI04964	LOCMI04964	GO:0005488
LOCMI02995	LOCMI02995	GO:0005488
LOCMI09895	LOCMI09895	GO:0005488
LOCMI12318	LOCMI12318	GO:0005488
LOCMI11510	LOCMI11510	GO:0005488
LOCMI05399	LOCMI05399	GO:0005488
LOCMI13709	LOCMI13709	GO:0005488
LOCMI12795	LOCMI12795	GO:0005488
LOCMI05095	LOCMI05095	GO:0005488
LOCMI13701	LOCMI13701	GO:0005488
LOCMI16210	LOCMI16210	GO:0005488
LOCMI05460	LOCMI05460	GO:0005488
LOCMI06115	LOCMI06115	GO:0005488
LOCMI17160	LOCMI17160	GO:0005488
LOCMI13526	LOCMI13526	GO:0005488
LOCMI05649	LOCMI05649	GO:0005488
LOCMI05487	LOCMI05487	GO:0005488
LOCMI04929	LOCMI04929	GO:0005488
LOCMI07298	LOCMI07298	GO:0005488
LOCMI04602	LOCMI04602	GO:0005488
LOCMI02718	LOCMI02718	GO:0005488
LOCMI17097	LOCMI17097	GO:0005488
LOCMI17096	LOCMI17096	GO:0005488
LOCMI12924	LOCMI12924	GO:0005488
LOCMI13596	LOCMI13596	GO:0005488
LOCMI02396	LOCMI02396	GO:0005488
LOCMI04280	LOCMI04280	GO:0005488
LOCMI08160	LOCMI08160	GO:0005488
LOCMI13030	LOCMI13030	GO:0005488
LOCMI16144	LOCMI16144	GO:0005488
LOCMI03770	LOCMI03770	GO:0005488
LOCMI13448	LOCMI13448	GO:0005488
LOCMI03672	LOCMI03672	GO:0005488
LOCMI04519	LOCMI04519	GO:0005488
LOCMI16710	LOCMI16710	GO:0005488
LOCMI00872	LOCMI00872	GO:0005488
LOCMI15693	LOCMI15693	GO:0005488
LOCMI08605	LOCMI08605	GO:0005488
LOCMI08607	LOCMI08607	GO:0005488
LOCMI11032	LOCMI11032	GO:0005488
LOCMI06335	LOCMI06335	GO:0005488
LOCMI15049	LOCMI15049	GO:0005488
LOCMI11886	LOCMI11886	GO:0005488
LOCMI15746	LOCMI15746	GO:0005488
LOCMI01274	LOCMI01274	GO:0005488
LOCMI02573	LOCMI02573	GO:0005488
LOCMI08908	LOCMI08908	GO:0005488
LOCMI04174	LOCMI04174	GO:0005488
LOCMI12774	LOCMI12774	GO:0005488
LOCMI08907	LOCMI08907	GO:0005488
LOCMI00258	LOCMI00258	GO:0005488
LOCMI05458	LOCMI05458	GO:0005488
LOCMI16328	LOCMI16328	GO:0005488
LOCMI07486	LOCMI07486	GO:0005488
LOCMI12218	LOCMI12218	GO:0005488
LOCMI17192	LOCMI17192	GO:0005488
LOCMI02114	LOCMI02114	GO:0005488
LOCMI07552	LOCMI07552	GO:0005488
LOCMI16187	LOCMI16187	GO:0005488
LOCMI00432	LOCMI00432	GO:0005488
LOCMI05750	LOCMI05750	GO:0005488
LOCMI12928	LOCMI12928	GO:0005488
LOCMI13302	LOCMI13302	GO:0005488
LOCMI13304	LOCMI13304	GO:0005488
