GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
322 Ensembl source identifiers supplied in the input file:G4-VS-S4.up.txt
322 source identifiers meeting the filter linked to a Ensembl ID.
193 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 193 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Ribosome:map03010	66	139	139	47.4820143885	100.0	17.7377713753	0.0	0.0258
Oxidative phosphorylation:map00190	45	102	102	44.1176470588	100.0	13.7904147702	0.0	0.0258
Protein export:map03060	4	18	18	22.2222222222	100.0	2.24562536305	0.001	0.0258
Proteasome:map03050	7	42	42	16.6666666667	100.0	2.10530966684	0.0	0.0258
Metabolism of xenobiotics by cytochrome P450:map00980	7	44	44	15.9090909091	100.0	1.96835042444	0.0015	0.03225
Glutathione metabolism:map00480	7	44	44	15.9090909091	100.0	1.96835042444	0.001	0.0258
Drug metabolism - cytochrome P450:map00982	6	40	40	15.0	100.0	1.66093265639	0.0035	0.0645
Riboflavin metabolism:map00740	1	4	4	25.0	100.0	1.26100397259	0.126	0.942293103448
Nucleotide excision repair:map03420	5	40	40	12.5	100.0	1.07176522625	0.344	0.942293103448
Mismatch repair:map03430	3	22	22	13.6363636364	100.0	0.989725987992	0.0415	0.6691875
Phagosome:map04145	7	64	64	10.9375	100.0	0.894417746131	0.727	0.96388317757
Spliceosome:map03040	12	123	123	9.75609756098	100.0	0.758782094354	0.9105	1.0
Base excision repair:map03410	3	25	25	12.0	100.0	0.751790815955	0.0655	0.84495
DNA replication:map03030	4	36	36	11.1111111111	100.0	0.70565626716	0.395	0.942293103448
Pyrimidine metabolism:map00240	8	83	83	9.63855421687	100.0	0.577700650256	0.8875	1.0
Sulfur metabolism:map00920	1	8	8	12.5	100.0	0.476127137391	0.2515	0.942293103448
RNA polymerase:map03020	3	32	32	9.375	100.0	0.299405441678	0.7025	0.96388317757
Arachidonic acid metabolism:map00590	2	22	22	9.09090909091	100.0	0.198271301713	0.573	0.942293103448
Homologous recombination:map03440	2	24	24	8.33333333333	100.0	0.0693418824707	0.589	0.942293103448
Fructose and mannose metabolism:map00051	2	25	25	8.0	100.0	0.00887700882031	0.604	0.942293103448
One carbon pool by folate:map00670	1	15	15	6.66666666667	100.0	-0.18455963864	0.4275	0.942293103448
Biosynthesis of unsaturated fatty acids:map01040	1	15	15	6.66666666667	100.0	-0.18455963864	0.4265	0.942293103448
Fanconi anemia pathway:map03460	2	31	31	6.45161290323	100.0	-0.31073834441	0.7015	0.96388317757
N-Glycan biosynthesis:map00510	2	32	32	6.25	100.0	-0.35820270941	0.597	0.942293103448
Phenylalanine metabolism:map00360	1	18	18	5.55555555556	100.0	-0.377152671658	0.468	0.942293103448
Citrate cycle (TCA cycle):map00020	2	33	33	6.06060606061	100.0	-0.404313971625	0.6105	0.942293103448
Lysine biosynthesis:map00300	0	2	2	0.0	100.0	-0.415758938261	1.0	1.0
Glycosaminoglycan biosynthesis - keratan sulfate:map00533	0	2	2	0.0	100.0	-0.415758938261	1.0	1.0
Caffeine metabolism:map00232	0	2	2	0.0	100.0	-0.415758938261	1.0	1.0
Biotin metabolism:map00780	0	2	2	0.0	100.0	-0.415758938261	1.0	1.0
Phototransduction - fly:map04745	1	19	19	5.26315789474	100.0	-0.434852331338	0.392	0.942293103448
Protein processing in endoplasmic reticulum:map04141	8	117	117	6.83760683761	100.0	-0.456667340129	0.954	1.0
Purine metabolism:map00230	8	118	119	6.77966101695	99.1596638655	-0.482561734717	0.967	1.0
SNARE interactions in vesicular transport:map04130	1	20	20	5.0	100.0	-0.489912258912	0.389	0.942293103448
Basal transcription factors:map03022	2	35	35	5.71428571429	100.0	-0.492824927172	0.633	0.942293103448
Vitamin B6 metabolism:map00750	0	3	3	0.0	100.0	-0.50930364926	1.0	1.0
Valine, leucine and isoleucine biosynthesis:map00290	0	3	3	0.0	100.0	-0.50930364926	1.0	1.0
Thiamine metabolism:map00730	0	3	3	0.0	100.0	-0.50930364926	1.0	1.0
Lipoic acid metabolism:map00785	0	3	3	0.0	100.0	-0.50930364926	1.0	1.0
Degradation of aromatic compounds:map01220	0	3	3	0.0	100.0	-0.50930364926	1.0	1.0
D-Glutamine and D-glutamate metabolism:map00471	0	3	3	0.0	100.0	-0.50930364926	1.0	1.0
Notch signaling pathway:map04330	1	21	21	4.7619047619	100.0	-0.542610560304	0.3895	0.942293103448
Glyoxylate and dicarboxylate metabolism:map00630	1	21	21	4.7619047619	100.0	-0.542610560304	0.396	0.942293103448
Peroxisome:map04146	4	66	66	6.06060606061	100.0	-0.575768401099	0.834	0.987027522936
Glycosphingolipid biosynthesis - lacto and neolacto series:map00601	0	4	4	0.0	100.0	-0.588214541898	1.0	1.0
Glycosphingolipid biosynthesis - ganglio series:map00604	0	4	4	0.0	100.0	-0.588214541898	1.0	1.0
Phenylalanine, tyrosine and tryptophan biosynthesis:map00400	0	5	5	0.0	100.0	-0.657779601134	1.0	1.0
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532	0	5	5	0.0	100.0	-0.657779601134	1.0	1.0
Galactose metabolism:map00052	1	24	24	4.16666666667	100.0	-0.688733562378	0.418	0.942293103448
Glycosphingolipid biosynthesis - globo series:map00603	0	6	6	0.0	100.0	-0.720710250291	1.0	1.0
Fatty acid biosynthesis:map00061	0	6	6	0.0	100.0	-0.720710250291	1.0	1.0
Pyruvate metabolism:map00620	2	41	41	4.87804878049	100.0	-0.733630685659	0.6075	0.942293103448
Synthesis and degradation of ketone bodies:map00072	0	7	7	0.0	100.0	-0.778616863217	0.79	0.96388317757
Nitrogen metabolism:map00910	0	7	7	0.0	100.0	-0.778616863217	0.7995	0.96388317757
Cyanoamino acid metabolism:map00460	0	7	7	0.0	100.0	-0.778616863217	0.797	0.96388317757
Propanoate metabolism:map00640	1	27	27	3.7037037037	100.0	-0.820364554197	0.387	0.942293103448
Alanine, aspartate and glutamate metabolism:map00250	1	27	27	3.7037037037	100.0	-0.820364554197	0.3895	0.942293103448
Taurine and hypotaurine metabolism:map00430	0	8	8	0.0	100.0	-0.83254847127	0.776	0.96388317757
Steroid biosynthesis:map00100	0	8	8	0.0	100.0	-0.83254847127	0.7605	0.96388317757
Mucin type O-glycan biosynthesis:map00512	0	8	8	0.0	100.0	-0.83254847127	0.7775	0.96388317757
Linoleic acid metabolism:map00591	0	8	8	0.0	100.0	-0.83254847127	0.773	0.96388317757
Circadian rhythm - fly:map04711	0	8	8	0.0	100.0	-0.83254847127	0.7695	0.96388317757
Sulfur relay system:map04122	0	9	9	0.0	100.0	-0.88323358514	0.7485	0.96388317757
Non-homologous end-joining:map03450	0	9	9	0.0	100.0	-0.88323358514	0.76	0.96388317757
TGF-beta signaling pathway:map04350	1	29	29	3.44827586207	100.0	-0.901697432905	0.3955	0.942293103448
Selenocompound metabolism:map00450	0	10	10	0.0	100.0	-0.931202521265	0.7385	0.96388317757
Pantothenate and CoA biosynthesis:map00770	0	10	10	0.0	100.0	-0.931202521265	0.731	0.96388317757
Glycine, serine and threonine metabolism:map00260	1	30	30	3.33333333333	100.0	-0.940713512482	0.3925	0.942293103448
Pentose and glucuronate interconversions:map00040	2	47	47	4.25531914894	100.0	-0.945782671983	0.585	0.942293103448
Ubiquinone and other terpenoid-quinone biosynthesis:map00130	0	11	11	0.0	100.0	-0.976855544818	0.7125	0.96388317757
Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534	0	11	11	0.0	100.0	-0.976855544818	0.7285	0.96388317757
mRNA surveillance pathway:map03015	3	65	65	4.61538461538	100.0	-1.00773052758	0.711	0.96388317757
alpha-Linolenic acid metabolism:map00592	0	12	12	0.0	100.0	-1.02050355948	0.7075	0.96388317757
Other types of O-glycan biosynthesis:map00514	0	13	13	0.0	100.0	-1.06239376113	0.6355	0.942293103448
Nicotinate and nicotinamide metabolism:map00760	0	13	13	0.0	100.0	-1.06239376113	0.626	0.942293103448
mTOR signaling pathway:map04150	1	34	34	2.94117647059	100.0	-1.08740134397	0.3725	0.942293103448
Other glycan degradation:map00511	0	14	14	0.0	100.0	-1.10272653525	0.606	0.942293103448
Fatty acid elongation:map00062	0	14	14	0.0	100.0	-1.10272653525	0.5835	0.942293103448
2-Oxocarboxylic acid metabolism:map01210	0	14	14	0.0	100.0	-1.10272653525	0.6255	0.942293103448
Glycerolipid metabolism:map00561	1	35	35	2.85714285714	100.0	-1.12201277475	0.403	0.942293103448
MAPK signaling pathway - fly:map04013	0	15	15	0.0	100.0	-1.14166699543	0.585	0.942293103448
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563	0	15	15	0.0	100.0	-1.14166699543	0.586	0.942293103448
Folate biosynthesis:map00790	0	15	15	0.0	100.0	-1.14166699543	0.6	0.942293103448
Ubiquitin mediated proteolysis:map04120	5	102	102	4.90196078431	100.0	-1.16310270336	0.8195	0.978847222222
Insect hormone biosynthesis:map00981	0	16	16	0.0	100.0	-1.17935310426	0.577	0.942293103448
Glycosaminoglycan degradation:map00531	0	16	16	0.0	100.0	-1.17935310426	0.5785	0.942293103448
Tyrosine metabolism:map00350	0	17	17	0.0	100.0	-1.21590153794	0.5715	0.942293103448
Hedgehog signaling pathway:map04340	0	17	17	0.0	100.0	-1.21590153794	0.5495	0.942293103448
Ether lipid metabolism:map00565	0	17	17	0.0	100.0	-1.21590153794	0.5715	0.942293103448
Butanoate metabolism:map00650	0	17	17	0.0	100.0	-1.21590153794	0.558	0.942293103448
Jak-STAT signaling pathway:map04630	0	18	18	0.0	100.0	-1.25141201656	0.533	0.942293103448
RNA degradation:map03018	2	57	57	3.50877192982	100.0	-1.25451763787	0.534	0.942293103448
Phosphatidylinositol signaling system:map04070	1	40	40	2.5	100.0	-1.28490449434	0.318	0.942293103448
Histidine metabolism:map00340	0	19	19	0.0	100.0	-1.28597056372	0.4995	0.942293103448
Regulation of autophagy:map04140	0	20	20	0.0	100.0	-1.31965200237	0.4775	0.942293103448
Pentose phosphate pathway:map00030	0	20	20	0.0	100.0	-1.31965200237	0.495	0.942293103448
ABC transporters:map02010	0	20	20	0.0	100.0	-1.31965200237	0.485	0.942293103448
Fatty acid metabolism:map01212	1	42	42	2.38095238095	100.0	-1.34594772014	0.331	0.942293103448
ECM-receptor interaction:map04512	0	21	21	0.0	100.0	-1.35252189478	0.465	0.942293103448
Porphyrin and chlorophyll metabolism:map00860	1	43	43	2.32558139535	100.0	-1.37570036642	0.3285	0.942293103448
Terpenoid backbone biosynthesis:map00900	0	22	22	0.0	100.0	-1.38463807084	0.444	0.942293103448
Lysine degradation:map00310	1	44	44	2.27272727273	100.0	-1.4049717929	0.312	0.942293103448
Ribosome biogenesis in eukaryotes:map03008	2	64	64	3.125	100.0	-1.44626790177	0.5015	0.942293103448
beta-Alanine metabolism:map00410	0	24	24	0.0	100.0	-1.44680900723	0.411	0.942293103448
Sphingolipid metabolism:map00600	0	24	24	0.0	100.0	-1.44680900723	0.419	0.942293103448
Dorso-ventral axis formation:map04320	0	24	24	0.0	100.0	-1.44680900723	0.419	0.942293103448
RNA transport:map03013	5	117	117	4.2735042735	100.0	-1.50721865245	0.739	0.96388317757
Cysteine and methionine metabolism:map00270	0	28	29	0.0	96.5517241379	-1.56403461316	0.342	0.942293103448
Tryptophan metabolism:map00380	0	29	29	0.0	100.0	-1.592050641	0.3445	0.942293103448
Carbon metabolism:map01200	3	88	88	3.40909090909	100.0	-1.60425995814	0.5655	0.942293103448
Retinol metabolism:map00830	0	30	30	0.0	100.0	-1.61960488768	0.3235	0.942293103448
Wnt signaling pathway:map04310	1	58	58	1.72413793103	100.0	-1.77410630274	0.252	0.942293103448
Inositol phosphate metabolism:map00562	0	38	38	0.0	100.0	-1.82585460765	0.251	0.942293103448
Fatty acid degradation:map00071	0	38	38	0.0	100.0	-1.82585460765	0.2445	0.942293103448
Valine, leucine and isoleucine degradation:map00280	0	39	39	0.0	100.0	-1.85011025609	0.2245	0.942293103448
Ascorbate and aldarate metabolism:map00053	0	40	40	0.0	100.0	-1.87407192449	0.2255	0.942293103448
Arginine and proline metabolism:map00330	0	40	40	0.0	100.0	-1.87407192449	0.233	0.942293103448
Glycolysis / Gluconeogenesis:map00010	0	41	41	0.0	100.0	-1.89775077333	0.2185	0.942293103448
Aminoacyl-tRNA biosynthesis:map00970	0	43	43	0.0	100.0	-1.94430131828	0.205	0.942293103448
Hippo signaling pathway -fly:map04391	0	44	44	0.0	100.0	-1.96719216245	0.1975	0.942293103448
Drug metabolism - other enzymes:map00983	0	44	44	0.0	100.0	-1.96719216245	0.187	0.942293103448
Amino sugar and nucleotide sugar metabolism:map00520	0	44	44	0.0	100.0	-1.96719216245	0.2035	0.942293103448
Glycerophospholipid metabolism:map00564	0	47	47	0.0	100.0	-2.03443078434	0.183	0.942293103448
Neuroactive ligand-receptor interaction:map04080	0	48	48	0.0	100.0	-2.05639181245	0.1685	0.942293103448
Starch and sucrose metabolism:map00500	0	53	53	0.0	100.0	-2.16311717637	0.134	0.942293103448
FoxO signaling pathway:map04068	0	54	54	0.0	100.0	-2.18388858951	0.1385	0.942293103448
Biosynthesis of amino acids:map01230	0	54	54	0.0	100.0	-2.18388858951	0.1375	0.942293103448
Endocytosis:map04144	1	86	86	1.16279069767	100.0	-2.36905817213	0.1335	0.942293103448
Lysosome:map04142	0	74	74	0.0	100.0	-2.56736351227	0.063	0.84495
