GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
120 Ensembl source identifiers supplied in the input file:G4-VS-S4.down.txt
120 source identifiers meeting the filter linked to a Ensembl ID.
21 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 21 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Amino sugar and nucleotide sugar metabolism:map00520	4	44	44	9.09090909091	100.0	5.9441793834	0.003	0.387
Other glycan degradation:map00511	2	14	14	14.2857142857	100.0	5.43638372025	0.0075	0.48375
MAPK signaling pathway - fly:map04013	2	15	15	13.3333333333	100.0	5.22894219581	0.0175	0.564375
Glycosphingolipid biosynthesis - ganglio series:map00604	1	4	4	25.0	100.0	5.2149905437	0.0445	1.0
Insect hormone biosynthesis:map00981	2	16	16	12.5	100.0	5.04052263658	0.016	0.564375
Glycosphingolipid biosynthesis - globo series:map00603	1	6	6	16.6666666667	100.0	4.18342067248	0.079	1.0
Circadian rhythm - fly:map04711	1	8	8	12.5	100.0	3.55828920138	0.103	1.0
Glycosaminoglycan degradation:map00531	1	16	16	6.25	100.0	2.33283152569	0.1945	1.0
Jak-STAT signaling pathway:map04630	1	18	18	5.55555555556	100.0	2.15613150397	0.226	1.0
Pentose phosphate pathway:map00030	1	20	20	5.0	100.0	2.00439019179	0.2515	1.0
ECM-receptor interaction:map04512	1	21	21	4.7619047619	100.0	1.93601948835	0.2545	1.0
Peroxisome:map04146	2	66	66	3.0303030303	100.0	1.9250723972	0.24	1.0
Dorso-ventral axis formation:map04320	1	24	24	4.16666666667	100.0	1.75462663408	0.288	1.0
Lysosome:map04142	2	74	74	2.7027027027	100.0	1.7329062011	0.258	1.0
Glycine, serine and threonine metabolism:map00260	1	30	30	3.33333333333	100.0	1.46838984417	0.3355	1.0
Glycerolipid metabolism:map00561	1	35	35	2.85714285714	100.0	1.28136745194	0.3835	1.0
Glutathione metabolism:map00480	1	44	44	2.27272727273	100.0	1.01708807073	0.4475	1.0
Starch and sucrose metabolism:map00500	1	53	53	1.88679245283	100.0	0.811717693241	0.5135	1.0
FoxO signaling pathway:map04068	1	54	54	1.85185185185	100.0	0.791481403574	0.5375	1.0
Phagosome:map04145	1	64	64	1.5625	100.0	0.610231396239	0.5815	1.0
Carbon metabolism:map01200	1	88	88	1.13636363636	100.0	0.279646930125	0.7085	1.0
Oxidative phosphorylation:map00190	1	102	102	0.980392156863	100.0	0.128239328399	0.7625	1.0
Lysine biosynthesis:map00300	0	2	2	0.0	100.0	-0.132149754449	1.0	1.0
Glycosaminoglycan biosynthesis - keratan sulfate:map00533	0	2	2	0.0	100.0	-0.132149754449	1.0	1.0
Caffeine metabolism:map00232	0	2	2	0.0	100.0	-0.132149754449	1.0	1.0
Biotin metabolism:map00780	0	2	2	0.0	100.0	-0.132149754449	1.0	1.0
Vitamin B6 metabolism:map00750	0	3	3	0.0	100.0	-0.16188311542	1.0	1.0
Valine, leucine and isoleucine biosynthesis:map00290	0	3	3	0.0	100.0	-0.16188311542	1.0	1.0
Thiamine metabolism:map00730	0	3	3	0.0	100.0	-0.16188311542	1.0	1.0
Lipoic acid metabolism:map00785	0	3	3	0.0	100.0	-0.16188311542	1.0	1.0
Degradation of aromatic compounds:map01220	0	3	3	0.0	100.0	-0.16188311542	1.0	1.0
