GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
112 Ensembl source identifiers supplied in the input file:G3-VS-S3.up.txt
112 source identifiers meeting the filter linked to a Ensembl ID.
108 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
8448 Genes linked to a term.
The z score is based on an N of 8448 and a R of 108 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:0005198	structural molecule activity	molecular_function	38	337	337	11.2759643917	100.0	16.6717739849	0.0	0.0304210526316
GO:0005975	carbohydrate metabolic process	biological_process	27	368	368	7.33695652174	100.0	10.5778399215	0.0	0.0304210526316
GO:0016491	oxidoreductase activity	molecular_function	23	658	658	3.49544072948	100.0	5.27140468268	0.0	0.0304210526316
GO:0055114	oxidation-reduction process	biological_process	19	515	515	3.68932038835	100.0	5.02546634197	0.0	0.0304210526316
GO:0046906	tetrapyrrole binding	molecular_function	9	167	167	5.38922155689	100.0	4.77589485963	0.0	0.0304210526316
GO:0020037	heme binding	molecular_function	9	167	167	5.38922155689	100.0	4.77589485963	0.0	0.0304210526316
GO:0005506	iron ion binding	molecular_function	9	174	174	5.1724137931	100.0	4.61980438449	0.0	0.0304210526316
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	6	148	148	4.05405405405	100.0	3.03225677318	0.0145	0.209525
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	6	148	148	4.05405405405	100.0	3.03225677318	0.0145	0.209525
GO:0009072	aromatic amino acid family metabolic process	biological_process	1	9	9	11.1111111111	100.0	2.62699283684	0.115	0.821734939759
GO:0003674	molecular_function	molecular_function	104	7504	7505	1.38592750533	99.9866755496	2.48001047935	0.0305	0.319964285714
GO:0006950	response to stress	biological_process	5	147	147	3.40136054422	100.0	2.31123322839	0.04	0.372903225806
GO:0006725	cellular aromatic compound metabolic process	biological_process	1	13	13	7.69230769231	100.0	2.05997273241	0.16	1.0
GO:0008152	metabolic process	biological_process	54	3442	3443	1.56885531668	99.970955562	1.97031651216	0.062	0.511942857143
GO:0009055	electron carrier activity	molecular_function	5	174	174	2.87356321839	100.0	1.89247332648	0.0735	0.58195890411
GO:0046872	metal ion binding	molecular_function	21	1185	1185	1.77215189873	100.0	1.63159432008	0.118	0.821734939759
GO:0043169	cation binding	molecular_function	21	1185	1185	1.77215189873	100.0	1.63159432008	0.118	0.821734939759
GO:0043167	ion binding	molecular_function	21	1185	1185	1.77215189873	100.0	1.63159432008	0.118	0.821734939759
GO:0046914	transition metal ion binding	molecular_function	17	926	926	1.83585313175	100.0	1.60011190037	0.107	0.821734939759
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	2	58	58	3.44827586207	100.0	1.47596593702	0.1755	1.0
GO:0017171	serine hydrolase activity	molecular_function	4	167	167	2.39520958084	100.0	1.29748602332	0.172	1.0
GO:0008236	serine-type peptidase activity	molecular_function	4	167	167	2.39520958084	100.0	1.29748602332	0.172	1.0
GO:0050660	flavin adenine dinucleotide binding	molecular_function	2	65	65	3.07692307692	100.0	1.29563005504	0.2005	1.0
GO:0044238	primary metabolic process	biological_process	37	2449	2450	1.51082074316	99.9591836735	1.21485126146	0.257	1.0
GO:0050662	coenzyme binding	molecular_function	2	74	74	2.7027027027	100.0	1.09536574992	0.244	1.0
GO:0048037	cofactor binding	molecular_function	2	74	74	2.7027027027	100.0	1.09536574992	0.244	1.0
GO:0005509	calcium ion binding	molecular_function	4	188	188	2.12765957447	100.0	1.04817778972	0.2105	1.0
