GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
120 Ensembl source identifiers supplied in the input file:G4-VS-S4.down.txt
120 source identifiers meeting the filter linked to a Ensembl ID.
113 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
8448 Genes linked to a term.
The z score is based on an N of 8448 and a R of 113 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:0051015	actin filament binding	molecular_function	1	1	1	100.0	100.0	8.58842604596	0.0085	0.119829268293
GO:0008092	cytoskeletal protein binding	molecular_function	1	1	1	100.0	100.0	8.58842604596	0.0085	0.119829268293
GO:0003779	actin binding	molecular_function	1	1	1	100.0	100.0	8.58842604596	0.0085	0.119829268293
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	13	148	148	8.78378378378	100.0	7.9549783196	0.0	0.017
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	13	148	148	8.78378378378	100.0	7.9549783196	0.0	0.017
GO:0005975	carbohydrate metabolic process	biological_process	22	368	368	5.97826086957	100.0	7.92340191094	0.0	0.017
GO:0016491	oxidoreductase activity	molecular_function	31	658	658	4.71124620061	100.0	7.84436086974	0.0	0.017
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	6	58	58	10.3448275862	100.0	5.99152722073	0.0	0.017
GO:0055114	oxidation-reduction process	biological_process	22	515	515	4.27184466019	100.0	5.98129363816	0.0	0.017
GO:0005506	iron ion binding	molecular_function	11	174	174	6.32183908046	100.0	5.78268216165	0.0	0.017
GO:0009072	aromatic amino acid family metabolic process	biological_process	2	9	9	22.2222222222	100.0	5.45651839729	0.008	0.119829268293
GO:0046906	tetrapyrrole binding	molecular_function	10	167	167	5.9880239521	100.0	5.28351583961	0.0	0.017
GO:0020037	heme binding	molecular_function	10	167	167	5.9880239521	100.0	5.28351583961	0.0	0.017
GO:0005198	structural molecule activity	molecular_function	14	337	337	4.15430267062	100.0	4.59338345097	0.0005	0.017
GO:0006725	cellular aromatic compound metabolic process	biological_process	2	13	13	15.3846153846	100.0	4.41190836069	0.013	0.166977777778
GO:0008152	metabolic process	biological_process	68	3442	3443	1.97559558396	99.970955562	4.23247519284	0.0	0.017
GO:0003824	catalytic activity	molecular_function	66	3419	3420	1.93038900263	99.9707602339	3.91044231925	0.0	0.017
GO:0060090	binding, bridging	molecular_function	1	5	5	20.0	100.0	3.63343464609	0.059	0.508985074627
GO:0030674	protein binding, bridging	molecular_function	1	5	5	20.0	100.0	3.63343464609	0.059	0.508985074627
GO:0046914	transition metal ion binding	molecular_function	24	926	926	2.59179265659	100.0	3.52061104533	0.0	0.017
GO:0008237	metallopeptidase activity	molecular_function	6	120	120	5.0	100.0	3.51722213302	0.0065	0.101540540541
GO:0050660	flavin adenine dinucleotide binding	molecular_function	4	65	65	6.15384615385	100.0	3.39296380757	0.0165	0.1986875
GO:0016787	hydrolase activity	molecular_function	32	1419	1419	2.25510923185	100.0	3.29815078927	0.004	0.068
GO:0070011	peptidase activity, acting on L-amino acid peptides	molecular_function	12	372	372	3.22580645161	100.0	3.24218013245	0.0095	0.127697674419
GO:0008233	peptidase activity	molecular_function	12	372	372	3.22580645161	100.0	3.24218013245	0.0095	0.127697674419
GO:0050662	coenzyme binding	molecular_function	4	74	74	5.40540540541	100.0	3.05930830238	0.0215	0.243666666667
GO:0048037	cofactor binding	molecular_function	4	74	74	5.40540540541	100.0	3.05930830238	0.0215	0.243666666667
GO:0046872	metal ion binding	molecular_function	27	1185	1185	2.27848101266	100.0	3.04054498863	0.0015	0.0394090909091
GO:0043169	cation binding	molecular_function	27	1185	1185	2.27848101266	100.0	3.04054498863	0.0015	0.0394090909091
GO:0043167	ion binding	molecular_function	27	1185	1185	2.27848101266	100.0	3.04054498863	0.0015	0.0394090909091
GO:0055082	cellular chemical homeostasis	biological_process	1	7	7	14.2857142857	100.0	2.98312808077	0.0975	0.633202247191
GO:0055080	cation homeostasis	biological_process	1	7	7	14.2857142857	100.0	2.98312808077	0.0975	0.633202247191
GO:0055072	iron ion homeostasis	biological_process	1	7	7	14.2857142857	100.0	2.98312808077	0.0975	0.633202247191
