GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
68 Ensembl source identifiers supplied in the input file:G3-VS-S3.down.txt
68 source identifiers meeting the filter linked to a Ensembl ID.
34 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
2427 Genes linked to a term.
The z score is based on an N of 2427 and a R of 34 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Fatty acid biosynthesis:map00061	1	6	6	16.6666666667	100.0	3.18493837195	0.049	0.664846153846
Glutathione metabolism:map00480	3	44	44	6.81818181818	100.0	3.08496040506	0.008	0.338625
Fructose and mannose metabolism:map00051	2	25	25	8.0	100.0	2.82144866819	0.014	0.359357142857
Spliceosome:map03040	5	123	123	4.06504065041	100.0	2.57971530218	0.0015	0.1935
Glycine, serine and threonine metabolism:map00260	2	30	30	6.66666666667	100.0	2.46883493727	0.0175	0.359357142857
Selenocompound metabolism:map00450	1	10	10	10.0	100.0	2.31802819586	0.0635	0.664846153846
Oxidative phosphorylation:map00190	4	102	102	3.92156862745	100.0	2.21262398379	0.0105	0.338625
Drug metabolism - cytochrome P450:map00982	2	40	40	5.0	100.0	1.95254605265	0.0465	0.664846153846
Purine metabolism:map00230	4	118	119	3.38983050847	99.1596638655	1.88430673737	0.0105	0.338625
Metabolism of xenobiotics by cytochrome P450:map00980	2	44	44	4.54545454545	100.0	1.79071686088	0.054	0.664846153846
Pentose and glucuronate interconversions:map00040	2	47	47	4.25531914894	100.0	1.68105367014	0.0635	0.664846153846
Ribosome:map03010	4	139	139	2.87769784173	100.0	1.52546730327	0.0195	0.359357142857
Glyoxylate and dicarboxylate metabolism:map00630	1	21	21	4.7619047619	100.0	1.3159351712	0.139	1.0
Galactose metabolism:map00052	1	24	24	4.16666666667	100.0	1.15837086194	0.174	1.0
Base excision repair:map03410	1	25	25	4.0	100.0	1.11124489254	0.175	1.0
Protein processing in endoplasmic reticulum:map04141	3	117	117	2.5641025641	100.0	1.09709501905	0.067	0.664846153846
Alanine, aspartate and glutamate metabolism:map00250	1	27	27	3.7037037037	100.0	1.02361425965	0.1975	1.0
Cysteine and methionine metabolism:map00270	1	28	29	3.57142857143	96.5517241379	0.982726056017	0.188	1.0
RNA polymerase:map03020	1	32	32	3.125	100.0	0.835194103269	0.232	1.0
Citrate cycle (TCA cycle):map00020	1	33	33	3.0303030303	100.0	0.801726168226	0.2225	1.0
Pyrimidine metabolism:map00240	2	83	83	2.40963855422	100.0	0.795500476621	0.1345	1.0
Glycerolipid metabolism:map00561	1	35	35	2.85714285714	100.0	0.73822658379	0.2395	1.0
Pyruvate metabolism:map00620	1	41	41	2.43902439024	100.0	0.5703057679	0.273	1.0
Fatty acid metabolism:map01212	1	42	42	2.38095238095	100.0	0.54504359665	0.2905	1.0
Neuroactive ligand-receptor interaction:map04080	1	48	48	2.08333333333	100.0	0.40624111861	0.2945	1.0
Biosynthesis of amino acids:map01230	1	54	54	1.85185185185	100.0	0.285086283445	0.319	1.0
RNA degradation:map03018	1	57	57	1.75438596491	100.0	0.229737477755	0.3545	1.0
Phagosome:map04145	1	64	64	1.5625	100.0	0.111451640166	0.4015	1.0
mRNA surveillance pathway:map03015	1	65	65	1.53846153846	100.0	0.0956307802794	0.383	1.0
Peroxisome:map04146	1	66	66	1.51515151515	100.0	0.0800508078138	0.3995	1.0
Lysine biosynthesis:map00300	0	2	2	0.0	100.0	-0.168605848012	1.0	1.0
Glycosaminoglycan biosynthesis - keratan sulfate:map00533	0	2	2	0.0	100.0	-0.168605848012	1.0	1.0
Caffeine metabolism:map00232	0	2	2	0.0	100.0	-0.168605848012	1.0	1.0
Biotin metabolism:map00780	0	2	2	0.0	100.0	-0.168605848012	1.0	1.0
Endocytosis:map04144	1	86	86	1.16279069767	100.0	-0.191267440689	0.4865	1.0
