GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
354 Ensembl source identifiers supplied in the input file:G5-VS-S5.up.txt
354 source identifiers meeting the filter linked to a Ensembl ID.
346 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
8448 Genes linked to a term.
The z score is based on an N of 8448 and a R of 346 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:0005198	structural molecule activity	molecular_function	71	337	337	21.0682492582	100.0	16.0434308023	0.0	0.0160555555556
GO:0005975	carbohydrate metabolic process	biological_process	41	368	368	11.1413043478	100.0	6.97285957841	0.0	0.0160555555556
GO:0022610	biological adhesion	biological_process	14	96	96	14.5833333333	100.0	5.21424188422	0.0	0.0160555555556
GO:0007155	cell adhesion	biological_process	14	96	96	14.5833333333	100.0	5.21424188422	0.0	0.0160555555556
GO:0009072	aromatic amino acid family metabolic process	biological_process	3	9	9	33.3333333333	100.0	4.42781831987	0.0055	0.0775365853659
GO:0005509	calcium ion binding	molecular_function	19	188	188	10.1063829787	100.0	4.20521066907	0.0	0.0160555555556
GO:0005506	iron ion binding	molecular_function	18	174	174	10.3448275862	100.0	4.20253304403	0.0005	0.0160555555556
GO:0046906	tetrapyrrole binding	molecular_function	17	167	167	10.1796407186	100.0	4.00660752336	0.0005	0.0160555555556
GO:0020037	heme binding	molecular_function	17	167	167	10.1796407186	100.0	4.00660752336	0.0005	0.0160555555556
GO:0006725	cellular aromatic compound metabolic process	biological_process	3	13	13	23.0769230769	100.0	3.45561692222	0.014	0.168583333333
GO:0016491	oxidoreductase activity	molecular_function	43	658	658	6.53495440729	100.0	3.28762505027	0.0	0.0160555555556
GO:0055114	oxidation-reduction process	biological_process	33	515	515	6.40776699029	100.0	2.73191268253	0.004	0.0608421052632
GO:0046873	metal ion transmembrane transporter activity	molecular_function	3	19	19	15.7894736842	100.0	2.57464006677	0.0315	0.275863636364
GO:0022890	inorganic cation transmembrane transporter activity	molecular_function	3	19	19	15.7894736842	100.0	2.57464006677	0.0315	0.275863636364
GO:0015370	solute	molecular_function	3	19	19	15.7894736842	100.0	2.57464006677	0.0315	0.275863636364
