Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP	redundant with terms	inverse redundant	gene symbols
GO:0003735	structural constituent of ribosome	molecular_function	84	176	176	47.7272727273	100.0	33.0633189221	0.0	0.00412857142857	cytoplasm|intracellular|ribonucleoprotein complex|translation	ribonucleoprotein complex	LOCMI00130|LOCMI00164|LOCMI00502|LOCMI00680|LOCMI01110|LOCMI01249|LOCMI01469|LOCMI01674|LOCMI01704|LOCMI01789|LOCMI02068|LOCMI02121|LOCMI02250|LOCMI02563|LOCMI02613|LOCMI02690|LOCMI02753|LOCMI03326|LOCMI03500|LOCMI03768|LOCMI03823|LOCMI04634|LOCMI04836|LOCMI04863|LOCMI05114|LOCMI05214|LOCMI05377|LOCMI05551|LOCMI05567|LOCMI05618|LOCMI05642|LOCMI06222|LOCMI06257|LOCMI06322|LOCMI06602|LOCMI06694|LOCMI07012|LOCMI07300|LOCMI07397|LOCMI07458|LOCMI07471|LOCMI07539|LOCMI07717|LOCMI07867|LOCMI07886|LOCMI08029|LOCMI08448|LOCMI08528|LOCMI08559|LOCMI09135|LOCMI09144|LOCMI09269|LOCMI09316|LOCMI09452|LOCMI09539|LOCMI09605|LOCMI09637|LOCMI09731|LOCMI09756|LOCMI10036|LOCMI10269|LOCMI10353|LOCMI10394|LOCMI10600|LOCMI10621|LOCMI11068|LOCMI11190|LOCMI11496|LOCMI11744|LOCMI12177|LOCMI12288|LOCMI12362|LOCMI13143|LOCMI13355|LOCMI13395|LOCMI13397|LOCMI13545|LOCMI13569|LOCMI13626|LOCMI13842|LOCMI14590|LOCMI15205|LOCMI15434|LOCMI16282
GO:0030529	ribonucleoprotein complex	cellular_component	84	177	177	47.4576271186	100.0	32.9576387867	0.0	0.00412857142857	cytoplasm|intracellular|structural constituent of ribosome|translation	structural constituent of ribosome	LOCMI00130|LOCMI00164|LOCMI00502|LOCMI00680|LOCMI01110|LOCMI01249|LOCMI01469|LOCMI01674|LOCMI01704|LOCMI01789|LOCMI02068|LOCMI02121|LOCMI02250|LOCMI02563|LOCMI02613|LOCMI02690|LOCMI02753|LOCMI03326|LOCMI03500|LOCMI03768|LOCMI03823|LOCMI04634|LOCMI04836|LOCMI04863|LOCMI05114|LOCMI05214|LOCMI05377|LOCMI05551|LOCMI05567|LOCMI05618|LOCMI05642|LOCMI06222|LOCMI06257|LOCMI06322|LOCMI06602|LOCMI06694|LOCMI07012|LOCMI07300|LOCMI07397|LOCMI07458|LOCMI07471|LOCMI07539|LOCMI07717|LOCMI07867|LOCMI07886|LOCMI08029|LOCMI08448|LOCMI08528|LOCMI08559|LOCMI09135|LOCMI09144|LOCMI09269|LOCMI09316|LOCMI09452|LOCMI09539|LOCMI09605|LOCMI09637|LOCMI09731|LOCMI09756|LOCMI10036|LOCMI10269|LOCMI10353|LOCMI10394|LOCMI10600|LOCMI10621|LOCMI11068|LOCMI11190|LOCMI11496|LOCMI11744|LOCMI12177|LOCMI12288|LOCMI12362|LOCMI13143|LOCMI13355|LOCMI13395|LOCMI13397|LOCMI13545|LOCMI13569|LOCMI13626|LOCMI13842|LOCMI14590|LOCMI15205|LOCMI15434|LOCMI16282
GO:0006412	translation	biological_process	92	289	289	31.8339100346	100.0	27.3820112173	0.0	0.00412857142857	 	ribonucleoprotein complex|structural constituent of ribosome|translational elongation	LOCMI00130|LOCMI00164|LOCMI00502|LOCMI00680|LOCMI01079|LOCMI01110|LOCMI01249|LOCMI01469|LOCMI01674|LOCMI01704|LOCMI01789|LOCMI02068|LOCMI02121|LOCMI02250|LOCMI02563|LOCMI02613|LOCMI02616|LOCMI02690|LOCMI02753|LOCMI03326|LOCMI03500|LOCMI03768|LOCMI03823|LOCMI04634|LOCMI04836|LOCMI04863|LOCMI05114|LOCMI05214|LOCMI05377|LOCMI05551|LOCMI05567|LOCMI05618|LOCMI05642|LOCMI06222|LOCMI06257|LOCMI06322|LOCMI06570|LOCMI06602|LOCMI06694|LOCMI07012|LOCMI07300|LOCMI07397|LOCMI07458|LOCMI07464|LOCMI07471|LOCMI07539|LOCMI07648|LOCMI07650|LOCMI07717|LOCMI07867|LOCMI07886|LOCMI08029|LOCMI08448|LOCMI08528|LOCMI08559|LOCMI09135|LOCMI09144|LOCMI09216|LOCMI09269|LOCMI09316|LOCMI09452|LOCMI09539|LOCMI09605|LOCMI09637|LOCMI09731|LOCMI09756|LOCMI10036|LOCMI10269|LOCMI10353|LOCMI10394|LOCMI10600|LOCMI10621|LOCMI11068|LOCMI11190|LOCMI11496|LOCMI11744|LOCMI12177|LOCMI12288|LOCMI12362|LOCMI13143|LOCMI13355|LOCMI13395|LOCMI13397|LOCMI13545|LOCMI13569|LOCMI13626|LOCMI13842|LOCMI14590|LOCMI15194|LOCMI15205|LOCMI15434|LOCMI16282
GO:0005737	cytoplasm	cellular_component	125	634	634	19.7160883281	100.0	23.8116323863	0.0	0.00412857142857	intracellular	ribonucleoprotein complex|structural constituent of ribosome	LOCMI00130|LOCMI00164|LOCMI00502|LOCMI00585|LOCMI00586|LOCMI00611|LOCMI00680|LOCMI00692|LOCMI00915|LOCMI01110|LOCMI01249|LOCMI01469|LOCMI01674|LOCMI01704|LOCMI01789|LOCMI02068|LOCMI02121|LOCMI02250|LOCMI02404|LOCMI02563|LOCMI02613|LOCMI02690|LOCMI02753|LOCMI03184|LOCMI03326|LOCMI03500|LOCMI03768|LOCMI03823|LOCMI04546|LOCMI04634|LOCMI04836|LOCMI04853|LOCMI04863|LOCMI05114|LOCMI05214|LOCMI05377|LOCMI05551|LOCMI05567|LOCMI05618|LOCMI05642|LOCMI06122|LOCMI06123|LOCMI06222|LOCMI06257|LOCMI06322|LOCMI06602|LOCMI06694|LOCMI07012|LOCMI07300|LOCMI07397|LOCMI07458|LOCMI07471|LOCMI07539|LOCMI07717|LOCMI07867|LOCMI07886|LOCMI07932|LOCMI08029|LOCMI08448|LOCMI08528|LOCMI08559|LOCMI09135|LOCMI09144|LOCMI09269|LOCMI09316|LOCMI09452|LOCMI09539|LOCMI09605|LOCMI09637|LOCMI09731|LOCMI09756|LOCMI09944|LOCMI10036|LOCMI10269|LOCMI10353|LOCMI10394|LOCMI10600|LOCMI10621|LOCMI10998|LOCMI11068|LOCMI11190|LOCMI11496|LOCMI11744|LOCMI12177|LOCMI12288|LOCMI12362|LOCMI12559|LOCMI12838|LOCMI13033|LOCMI13143|LOCMI13355|LOCMI13395|LOCMI13397|LOCMI13545|LOCMI13569|LOCMI13626|LOCMI13660|LOCMI13842|LOCMI14590|LOCMI14604|LOCMI14937|LOCMI15194|LOCMI15205|LOCMI15434|LOCMI15760|LOCMI15795|LOCMI15838|LOCMI15884|LOCMI15892|LOCMI15895|LOCMI15915|LOCMI15925|LOCMI15952|LOCMI15959|LOCMI15976|LOCMI15979|LOCMI15980|LOCMI16006|LOCMI16008|LOCMI16024|LOCMI16039|LOCMI16084|LOCMI16085|LOCMI16102|LOCMI16282
GO:0005622	intracellular	cellular_component	163	1994	1994	8.17452357071	100.0	13.6976130456	0.0	0.00412857142857	 	chromatin|cytoplasm|ribonucleoprotein complex|structural constituent of ribosome|threonine-type peptidase activity	LOCMI00111|LOCMI00130|LOCMI00164|LOCMI00324|LOCMI00466|LOCMI00502|LOCMI00585|LOCMI00586|LOCMI00611|LOCMI00625|LOCMI00680|LOCMI00692|LOCMI00915|LOCMI00924|LOCMI01110|LOCMI01249|LOCMI01417|LOCMI01469|LOCMI01674|LOCMI01704|LOCMI01789|LOCMI02021|LOCMI02056|LOCMI02068|LOCMI02121|LOCMI02250|LOCMI02404|LOCMI02554|LOCMI02563|LOCMI02613|LOCMI02690|LOCMI02753|LOCMI03091|LOCMI03184|LOCMI03326|LOCMI03500|LOCMI03668|LOCMI03768|LOCMI03823|LOCMI04165|LOCMI04546|LOCMI04634|LOCMI04836|LOCMI04853|LOCMI04863|LOCMI05114|LOCMI05214|LOCMI05377|LOCMI05551|LOCMI05567|LOCMI05618|LOCMI05642|LOCMI05713|LOCMI06122|LOCMI06123|LOCMI06183|LOCMI06203|LOCMI06222|LOCMI06257|LOCMI06322|LOCMI06602|LOCMI06694|LOCMI07012|LOCMI07118|LOCMI07300|LOCMI07397|LOCMI07458|LOCMI07471|LOCMI07539|LOCMI07650|LOCMI07717|LOCMI07867|LOCMI07885|LOCMI07886|LOCMI07932|LOCMI07936|LOCMI07939|LOCMI08029|LOCMI08350|LOCMI08448|LOCMI08528|LOCMI08559|LOCMI08755|LOCMI09135|LOCMI09144|LOCMI09269|LOCMI09316|LOCMI09429|LOCMI09452|LOCMI09474|LOCMI09539|LOCMI09605|LOCMI09637|LOCMI09660|LOCMI09731|LOCMI09756|LOCMI09944|LOCMI10036|LOCMI10269|LOCMI10353|LOCMI10394|LOCMI10395|LOCMI10600|LOCMI10621|LOCMI10952|LOCMI10998|LOCMI11068|LOCMI11190|LOCMI11349|LOCMI11496|LOCMI11744|LOCMI11986|LOCMI12177|LOCMI12288|LOCMI12362|LOCMI12559|LOCMI12838|LOCMI13033|LOCMI13143|LOCMI13355|LOCMI13395|LOCMI13397|LOCMI13526|LOCMI13545|LOCMI13569|LOCMI13626|LOCMI13660|LOCMI13837|LOCMI13842|LOCMI14075|LOCMI14590|LOCMI14604|LOCMI14700|LOCMI14842|LOCMI14937|LOCMI15194|LOCMI15205|LOCMI15334|LOCMI15434|LOCMI15760|LOCMI15795|LOCMI15838|LOCMI15884|LOCMI15892|LOCMI15895|LOCMI15911|LOCMI15915|LOCMI15925|LOCMI15952|LOCMI15959|LOCMI15976|LOCMI15979|LOCMI15980|LOCMI16006|LOCMI16008|LOCMI16024|LOCMI16039|LOCMI16084|LOCMI16085|LOCMI16102|LOCMI16282|LOCMI17142|LOCMI17197
GO:0006605	protein targeting	biological_process	6	17	17	35.2941176471	100.0	7.3267426972	0.0	0.00412857142857	 	 	LOCMI00585|LOCMI00586|LOCMI04853|LOCMI07932|LOCMI10612|LOCMI12559
GO:0043234	protein complex	cellular_component	37	397	397	9.31989924433	100.0	6.77139378258	0.0	0.00412857142857	 	threonine-type peptidase activity	LOCMI00324|LOCMI00466|LOCMI00585|LOCMI00586|LOCMI00692|LOCMI00915|LOCMI00924|LOCMI01417|LOCMI02056|LOCMI02554|LOCMI04165|LOCMI04546|LOCMI05713|LOCMI07932|LOCMI07939|LOCMI08755|LOCMI09660|LOCMI09944|LOCMI10952|LOCMI10998|LOCMI12123|LOCMI12559|LOCMI13033|LOCMI13837|LOCMI14937|LOCMI15194|LOCMI15334|LOCMI15865|LOCMI15884|LOCMI15894|LOCMI15911|LOCMI15915|LOCMI15925|LOCMI15979|LOCMI16006|LOCMI16084|LOCMI16102
GO:0006457	protein folding	biological_process	13	91	91	14.2857142857	100.0	5.82881472192	0.0	0.00412857142857	 	unfolded protein binding	LOCMI00404|LOCMI00611|LOCMI00692|LOCMI04546|LOCMI07339|LOCMI07996|LOCMI08769|LOCMI09020|LOCMI09944|LOCMI10344|LOCMI10618|LOCMI10619|LOCMI10998
GO:0070003	threonine-type peptidase activity	molecular_function	5	22	22	22.7272727273	100.0	5.05742239357	0.0	0.00412857142857	intracellular|protein complex|proteolysis involved in cellular protein catabolic process	 	LOCMI00466|LOCMI01417|LOCMI02554|LOCMI10952|LOCMI15334
GO:0046483	heterocycle metabolic process	biological_process	13	110	111	11.8181818182	99.0990990991	4.96814505882	0.0	0.00412857142857	 	nucleoside triphosphate metabolic process	LOCMI00119|LOCMI00523|LOCMI08222|LOCMI08282|LOCMI13033|LOCMI15865|LOCMI15884|LOCMI15894|LOCMI15911|LOCMI15925|LOCMI15979|LOCMI16006|LOCMI16084
