Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP	redundant with terms	inverse redundant	gene symbols
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	13	148	148	8.78378378378	100.0	7.9549783196	0.0	0.017	carbohydrate metabolic process	 	LOCMI02015|LOCMI03536|LOCMI05942|LOCMI06775|LOCMI13600|LOCMI15467|LOCMI15490|LOCMI16689|LOCMI17048|LOCMI17127|LOCMI17170|LOCMI17185|LOCMI17331
GO:0005975	carbohydrate metabolic process	biological_process	22	368	368	5.97826086957	100.0	7.92340191094	0.0	0.017	 	hydrolase activity, acting on glycosyl bonds	LOCMI01594|LOCMI02015|LOCMI03066|LOCMI03206|LOCMI03536|LOCMI05942|LOCMI06775|LOCMI08032|LOCMI10699|LOCMI11717|LOCMI12816|LOCMI13600|LOCMI15467|LOCMI15490|LOCMI15975|LOCMI16435|LOCMI16689|LOCMI17048|LOCMI17127|LOCMI17170|LOCMI17185|LOCMI17331
GO:0016491	oxidoreductase activity	molecular_function	31	658	658	4.71124620061	100.0	7.84436086974	0.0	0.017	 	electron carrier activity|flavin adenine dinucleotide binding|oxidation-reduction process|tetrapyrrole binding	LOCMI00838|LOCMI01539|LOCMI02377|LOCMI02396|LOCMI02405|LOCMI03021|LOCMI03329|LOCMI03436|LOCMI03770|LOCMI07174|LOCMI09721|LOCMI09783|LOCMI10884|LOCMI11640|LOCMI11739|LOCMI12984|LOCMI13963|LOCMI14928|LOCMI15776|LOCMI15852|LOCMI15975|LOCMI16136|LOCMI16195|LOCMI16206|LOCMI16221|LOCMI16230|LOCMI16234|LOCMI16257|LOCMI16264|LOCMI16272|LOCMI16296
GO:0055114	oxidation-reduction process	biological_process	22	515	515	4.27184466019	100.0	5.98129363816	0.0	0.017	oxidoreductase activity	 	LOCMI02396|LOCMI03021|LOCMI03436|LOCMI07174|LOCMI09721|LOCMI09783|LOCMI10884|LOCMI11640|LOCMI11739|LOCMI13963|LOCMI14928|LOCMI15776|LOCMI15975|LOCMI16136|LOCMI16195|LOCMI16206|LOCMI16230|LOCMI16234|LOCMI16257|LOCMI16264|LOCMI16272|LOCMI16296
GO:0005506	iron ion binding	molecular_function	11	174	174	6.32183908046	100.0	5.78268216165	0.0	0.017	 	electron carrier activity|tetrapyrrole binding	LOCMI05620|LOCMI10884|LOCMI16136|LOCMI16195|LOCMI16206|LOCMI16221|LOCMI16230|LOCMI16234|LOCMI16257|LOCMI16264|LOCMI16272
GO:0046906	tetrapyrrole binding	molecular_function	10	167	167	5.9880239521	100.0	5.28351583961	0.0	0.017	iron ion binding|oxidoreductase activity	electron carrier activity	LOCMI10884|LOCMI16136|LOCMI16195|LOCMI16206|LOCMI16221|LOCMI16230|LOCMI16234|LOCMI16257|LOCMI16264|LOCMI16272
GO:0005198	structural molecule activity	molecular_function	14	337	337	4.15430267062	100.0	4.59338345097	0.0005	0.017	 	 	LOCMI01688|LOCMI03595|LOCMI05383|LOCMI05479|LOCMI07097|LOCMI08908|LOCMI11351|LOCMI15344|LOCMI15345|LOCMI16598|LOCMI16600|LOCMI16604|LOCMI16606|LOCMI16630
GO:0008237	metallopeptidase activity	molecular_function	6	120	120	5.0	100.0	3.51722213302	0.0065	0.101540540541	proteolysis	 	LOCMI03332|LOCMI03473|LOCMI06732|LOCMI07827|LOCMI08511|LOCMI11712
GO:0050660	flavin adenine dinucleotide binding	molecular_function	4	65	65	6.15384615385	100.0	3.39296380757	0.0165	0.1986875	oxidoreductase activity	 	LOCMI02405|LOCMI03329|LOCMI03770|LOCMI12984
GO:0006508	proteolysis	biological_process	12	422	422	2.84360189573	100.0	2.76278331182	0.0145	0.178319148936	 	metallopeptidase activity|serine hydrolase activity	LOCMI03037|LOCMI03332|LOCMI03473|LOCMI06732|LOCMI07827|LOCMI08511|LOCMI11712|LOCMI13335|LOCMI13914|LOCMI16349|LOCMI16415|LOCMI16469
GO:0017171	serine hydrolase activity	molecular_function	6	167	167	3.59281437126	100.0	2.56223419758	0.0265	0.289	proteolysis	 	LOCMI03037|LOCMI13335|LOCMI13914|LOCMI16349|LOCMI16415|LOCMI16469
GO:0043565	sequence-specific DNA binding	molecular_function	4	94	94	4.25531914894	100.0	2.47613372211	0.04	0.405614035088	 	 	LOCMI15745|LOCMI16491|LOCMI16518|LOCMI16672
GO:0009055	electron carrier activity	molecular_function	6	174	174	3.44827586207	100.0	2.448796123	0.034	0.350928571429	iron ion binding|oxidoreductase activity|tetrapyrrole binding	 	LOCMI16136|LOCMI16195|LOCMI16206|LOCMI16221|LOCMI16230|LOCMI16234
